Date,Open,High,Low,Close,Adj Close,Volume
2021-02-11,70.230003,71.209999,69.800003,70.580002,67.391083,1074731
2021-02-12,70.389999,70.400002,69.620003,70.250000,67.075989,815834
2021-02-15,70.650002,71.040001,70.169998,70.760002,67.562950,916016
2021-02-16,70.959999,71.309998,70.570000,70.919998,67.715721,821717
2021-02-17,70.889999,71.379997,70.339996,70.860001,67.658432,1229965
2021-02-18,71.470001,72.220001,70.699997,71.029999,67.820747,1410679
2021-02-19,71.260002,72.000000,70.660004,71.580002,68.345901,1210457
2021-02-22,70.779999,71.430000,70.199997,71.269997,68.049904,1065258
2021-02-23,71.089996,71.339996,68.870003,69.320000,66.188011,1859119
2021-02-24,69.150002,70.599998,68.940002,70.389999,67.209663,1389110
2021-02-25,70.750000,72.440002,70.699997,71.500000,68.269516,1603942
2021-02-26,70.480003,71.550003,70.180000,71.500000,68.269516,1502192
2021-03-01,72.099998,72.589996,71.559998,72.099998,68.842400,1129798
2021-03-02,72.059998,72.980003,72.010002,72.559998,69.281616,1367788
2021-03-03,73.000000,76.099998,73.000000,76.099998,72.661674,2754934
2021-03-04,75.860001,76.639999,75.160004,76.290001,72.843094,1536791
2021-03-05,76.269997,76.790001,75.050003,75.669998,72.251099,1139049
2021-03-08,76.540001,79.849998,76.529999,79.639999,76.041733,2276793
2021-03-09,79.639999,80.410004,78.449997,79.589996,75.993988,1996142
2021-03-10,79.639999,81.339996,79.510002,81.339996,77.664925,2054239
2021-03-11,81.500000,81.580002,78.519997,78.519997,74.972336,2339736
2021-03-12,77.430000,77.589996,76.110001,77.480003,73.979332,1557579
2021-03-15,77.849998,78.919998,77.769997,77.800003,74.284874,1512597
2021-03-16,78.370003,80.989998,78.349998,80.500000,76.862885,2736407
2021-03-17,81.809998,85.529999,81.279999,85.459999,81.598778,3793318
2021-03-18,87.000000,88.779999,85.830002,86.120003,82.228958,3290237
2021-03-19,84.889999,85.010002,82.320000,82.489998,78.762970,4996797
2021-03-22,82.529999,85.059998,82.269997,84.690002,80.863571,1824370
2021-03-23,84.220001,85.250000,83.360001,83.430000,79.660500,1747435
2021-03-24,81.949997,83.230003,81.220001,82.589996,78.858452,2021024
2021-03-25,81.910004,83.580002,81.550003,83.500000,79.727333,1331719
2021-03-26,84.139999,84.500000,83.470001,83.790001,80.004227,1423694
2021-03-29,84.500000,85.709999,83.959999,85.599998,81.732445,1633417
2021-03-30,86.000000,89.370003,85.830002,88.800003,84.787872,1876880
2021-03-31,88.690002,89.470001,87.660004,88.470001,84.472778,1750689
2021-04-01,89.589996,90.040001,88.209999,88.669998,84.663750,1547922
2021-04-06,89.599998,90.680000,89.449997,89.599998,85.551727,1390616
2021-04-07,89.610001,90.529999,88.629997,89.070000,85.045670,843541
2021-04-08,89.900002,90.059998,87.220001,88.169998,84.186333,1402345
2021-04-09,88.360001,88.449997,87.690002,88.000000,84.024017,834685
2021-04-12,89.199997,89.360001,88.389999,88.949997,84.931091,1048397
2021-04-13,88.970001,89.550003,88.339996,88.339996,84.348656,1033147
2021-04-14,88.080002,88.099998,86.910004,87.209999,83.269714,1193472
2021-04-15,87.400002,87.900002,87.110001,87.470001,83.517967,937702
2021-04-16,87.750000,88.860001,87.470001,88.379997,84.386848,2037121
2021-04-19,88.980003,89.160004,87.660004,87.699997,83.737572,918670
2021-04-20,87.529999,88.430000,85.699997,86.180000,82.286247,1712352
2021-04-21,86.500000,86.559998,83.809998,85.209999,81.360069,1800624
2021-04-22,85.540001,86.580002,85.150002,86.180000,82.286247,1104441
2021-04-23,85.839996,86.870003,85.459999,86.309998,82.410370,997022
2021-04-26,86.349998,86.790001,85.790001,86.790001,82.868690,948496
2021-04-27,86.699997,86.699997,85.349998,86.209999,82.314888,642305
2021-04-28,86.550003,86.550003,85.889999,85.889999,82.009346,798454
2021-04-29,85.790001,85.830002,83.070000,83.800003,80.013779,1494900
2021-04-30,84.000000,84.940002,83.360001,83.400002,79.631851,1111553
2021-05-03,83.809998,84.550003,83.580002,84.129997,80.328865,812468
2021-05-04,84.389999,84.540001,81.610001,81.849998,78.151878,1559872
2021-05-05,82.050003,83.180000,81.379997,82.970001,79.221275,1631218
2021-05-06,83.110001,84.169998,82.699997,83.389999,79.622299,1111585
2021-05-07,82.980003,85.169998,82.500000,83.639999,79.861008,1393615
2021-05-10,84.419998,85.230003,83.980003,85.180000,81.331429,1018526
2021-05-11,84.250000,84.690002,83.360001,84.220001,80.414803,1164796
2021-05-12,84.000000,84.750000,83.000000,84.480003,80.663055,1109062
2021-05-13,82.370003,82.370003,79.760002,81.849998,79.949997,1417327
2021-05-14,82.900002,83.720001,81.699997,83.680000,83.680000,1254941
2021-05-17,83.830002,85.019997,83.830002,84.690002,84.690002,1107537
2021-05-18,85.489998,86.220001,83.980003,85.070000,85.070000,1173807
2021-05-19,84.199997,84.580002,82.800003,83.699997,83.699997,1182500
2021-05-20,84.400002,84.690002,83.300003,84.690002,84.690002,1309342
2021-05-21,85.599998,86.290001,84.919998,85.300003,85.300003,1436621
2021-05-25,86.000000,86.669998,85.470001,85.769997,85.769997,1215260
2021-05-26,86.220001,86.500000,85.250000,86.320000,86.320000,840228
2021-05-27,86.339996,87.809998,85.720001,87.680000,87.680000,1633744
2021-05-28,87.820000,87.959999,87.139999,87.209999,87.209999,970900
2021-05-31,86.480003,87.260002,86.320000,86.699997,86.699997,607470
2021-06-01,87.669998,89.360001,87.669998,89.010002,89.010002,1163996
2021-06-02,89.220001,90.639999,88.830002,90.300003,90.300003,1217637
2021-06-03,90.500000,94.199997,90.370003,93.870003,93.870003,1908125
2021-06-04,94.000000,95.300003,93.680000,94.400002,94.400002,1551957
2021-06-07,94.769997,95.889999,94.169998,95.889999,95.889999,1111346
2021-06-08,95.870003,96.000000,94.220001,95.519997,95.519997,1282271
2021-06-09,95.400002,96.389999,93.959999,94.599998,94.599998,1109590
2021-06-10,94.099998,94.269997,92.839996,92.849998,92.849998,1300015
2021-06-11,93.169998,94.839996,92.709999,94.739998,94.739998,941041
2021-06-14,94.750000,95.169998,94.190002,94.790001,94.790001,1093509
2021-06-15,94.860001,94.910004,94.139999,94.410004,94.410004,1248131
2021-06-16,94.860001,95.250000,92.519997,92.980003,92.980003,1348477
2021-06-17,92.370003,94.199997,91.419998,93.260002,93.260002,1023587
2021-06-18,93.279999,93.510002,90.580002,90.949997,90.949997,2235417
2021-06-21,89.769997,93.269997,89.370003,93.129997,93.129997,1124341
2021-06-22,93.610001,93.690002,92.500000,92.970001,92.970001,862184
2021-06-23,92.820000,93.339996,91.370003,91.370003,91.370003,873245
2021-06-24,92.120003,93.029999,91.809998,92.529999,92.529999,983289
2021-06-25,92.379997,92.529999,91.540001,92.400002,92.400002,635959
2021-06-28,92.059998,92.320000,90.529999,90.760002,90.760002,902086
2021-06-29,90.879997,92.080002,90.800003,91.260002,91.260002,972402
2021-06-30,91.050003,91.400002,88.750000,89.309998,89.309998,1609731
2021-07-01,89.669998,90.360001,89.250000,89.970001,89.970001,1102680
2021-07-02,90.199997,91.150002,89.750000,90.089996,90.089996,812888
2021-07-05,89.820000,90.080002,88.959999,89.400002,89.400002,595548
2021-07-06,89.349998,89.349998,85.790001,86.029999,86.029999,1509146
2021-07-07,86.000000,87.129997,84.750000,86.300003,86.300003,1304818
2021-07-08,86.120003,86.120003,83.459999,84.470001,84.470001,1435880
2021-07-09,85.199997,87.680000,84.930000,87.680000,87.680000,1339528
2021-07-12,87.610001,89.150002,86.809998,88.800003,88.800003,1098697
2021-07-13,89.300003,89.430000,87.639999,88.180000,88.180000,856893
2021-07-14,87.889999,89.260002,87.559998,88.510002,88.510002,768276
2021-07-15,89.190002,89.489998,86.739998,87.279999,87.279999,980301
2021-07-16,87.860001,87.980003,85.400002,85.500000,85.500000,1065522
2021-07-19,85.300003,85.370003,81.800003,82.440002,82.440002,1660061
2021-07-20,82.910004,83.639999,81.910004,83.000000,83.000000,1212228
2021-07-21,83.330002,85.180000,81.940002,84.139999,84.139999,1134607
2021-07-22,84.779999,85.470001,83.669998,83.760002,83.760002,710635
2021-07-23,84.180000,86.000000,84.110001,85.550003,85.550003,811596
2021-07-26,85.000000,85.589996,83.849998,85.519997,85.519997,839394
2021-07-27,84.839996,84.839996,83.339996,83.879997,83.879997,1037576
2021-07-28,84.139999,84.610001,83.510002,83.800003,83.800003,595391
2021-07-29,84.029999,85.139999,83.510002,85.070000,85.070000,677615
2021-07-30,84.190002,84.699997,83.430000,83.879997,83.879997,1096073
2021-08-02,84.820000,86.000000,84.440002,84.900002,84.900002,1046991
2021-08-03,82.660004,82.809998,80.260002,80.519997,80.519997,2859568
2021-08-04,81.400002,82.160004,80.800003,81.489998,81.489998,1556191
2021-08-05,81.349998,81.720001,80.419998,81.199997,81.199997,1490844
2021-08-06,80.910004,82.550003,80.760002,82.120003,82.120003,1009130
2021-08-09,82.029999,82.070000,81.169998,81.709999,81.709999,824264
2021-08-10,81.760002,82.160004,81.540001,81.849998,81.849998,646912
2021-08-11,81.860001,82.480003,81.209999,82.290001,82.290001,763165
2021-08-12,82.440002,83.400002,82.019997,83.360001,83.360001,971005
2021-08-13,83.349998,83.900002,82.809998,83.089996,83.089996,703805
2021-08-16,82.180000,82.570000,81.250000,81.470001,81.470001,849241
2021-08-17,81.000000,81.199997,80.190002,80.349998,80.349998,1033666
2021-08-18,80.519997,80.519997,78.940002,79.849998,79.849998,1366350
2021-08-19,77.349998,78.449997,77.080002,77.430000,77.430000,1743934
2021-08-20,77.000000,77.089996,75.410004,76.980003,76.980003,1731505
2021-08-23,78.239998,78.480003,76.570000,76.800003,76.800003,1640966
2021-08-24,77.199997,78.970001,76.930000,78.419998,78.419998,1257941
2021-08-25,78.349998,78.989998,77.419998,78.000000,78.000000,812763
2021-08-26,77.250000,78.220001,76.690002,77.940002,77.940002,1194444
2021-08-27,78.279999,78.489998,77.339996,78.279999,78.279999,743213
2021-08-30,78.599998,79.239998,77.779999,79.050003,79.050003,1169183
2021-08-31,79.480003,81.180000,79.440002,80.370003,80.370003,2253954
2021-09-01,81.339996,81.559998,79.150002,79.470001,79.470001,1310032
2021-09-02,79.690002,80.000000,79.300003,79.419998,79.419998,808924
2021-09-03,79.900002,80.300003,79.019997,79.400002,79.400002,1009621
2021-09-06,79.510002,80.339996,79.459999,79.849998,79.849998,588953
2021-09-07,79.900002,80.980003,79.830002,80.470001,80.470001,1024387
2021-09-08,80.000000,80.059998,78.290001,78.610001,78.610001,1368573
2021-09-09,78.000000,79.010002,77.769997,78.639999,78.639999,1268472
2021-09-10,78.500000,79.500000,78.120003,79.150002,79.150002,870239
